"","corr","edges","pval","fdr"
"90",0.762075331184,"Clostridium cellulovorans_Clostridium isatidis",0,0
"91",0.879142445779,"Clostridium chauvoei_Clostridium isatidis",0,0
"92",0.500920081292,"Gemella morbillorum_Clostridium novyi",0,0
"93",0.850588834136,"Clostridium argentinense_Clostridium novyi",0,0
"94",0.845697067413,"Clostridium beijerinckii_Clostridium novyi",0,0
"95",0.863314109513,"Clostridium bornimense_Clostridium novyi",0,0
"96",0.862781069149,"Clostridium botulinum_Clostridium novyi",0,0
"97",0.856759313136,"Clostridium butyricum_Clostridium novyi",0,0
"98",0.839962980782,"Clostridium cellulovorans_Clostridium novyi",0,0
"99",0.763893547812,"Clostridium chauvoei_Clostridium novyi",0,0
"100",0.820226420032,"Clostridium isatidis_Clostridium novyi",0,0
"101",0.852540410723,"Clostridium argentinense_Clostridium pasteurianum",0,0
"102",0.884084078184,"Clostridium beijerinckii_Clostridium pasteurianum",0,0
"103",0.8722947383,"Clostridium bornimense_Clostridium pasteurianum",0,0
"104",0.860183562426,"Clostridium botulinum_Clostridium pasteurianum",0,0
"105",0.774467699741,"Clostridium butyricum_Clostridium pasteurianum",0,0
"106",0.838677447984,"Clostridium cellulovorans_Clostridium pasteurianum",0,0
"107",0.743952262832,"Clostridium chauvoei_Clostridium pasteurianum",0,0
"108",0.757328107135,"Clostridium isatidis_Clostridium pasteurianum",0,0
"109",0.890566592022,"Clostridium novyi_Clostridium pasteurianum",0,0
"110",0.803008209603,"Clostridium argentinense_Clostridium saccharobutylicum",0,0
"111",0.846761025665,"Clostridium beijerinckii_Clostridium saccharobutylicum",0,0
"112",0.839544209372,"Clostridium bornimense_Clostridium saccharobutylicum",0,0
"113",0.871380673288,"Clostridium botulinum_Clostridium saccharobutylicum",0,0
"114",0.857694975358,"Clostridium butyricum_Clostridium saccharobutylicum",0,0
"115",0.799951003353,"Clostridium cellulovorans_Clostridium saccharobutylicum",0,0
"116",0.877531804599,"Clostridium chauvoei_Clostridium saccharobutylicum",0,0
"117",0.882487422996,"Clostridium isatidis_Clostridium saccharobutylicum",0,0
"118",0.861876854639,"Clostridium novyi_Clostridium saccharobutylicum",0,0
"119",0.840831393418,"Clostridium pasteurianum_Clostridium saccharobutylicum",0,0
"120",0.518827867482,"Gemella morbillorum_Clostridium saccharoperbutylacetonicum",0,0
"121",0.838988192664,"Clostridium argentinense_Clostridium saccharoperbutylacetonicum",0,0
"122",0.901725093226,"Clostridium beijerinckii_Clostridium saccharoperbutylacetonicum",0,0
"123",0.862657974372,"Clostridium bornimense_Clostridium saccharoperbutylacetonicum",0,0
"124",0.908434094491,"Clostridium botulinum_Clostridium saccharoperbutylacetonicum",0,0
"125",0.905381167679,"Clostridium butyricum_Clostridium saccharoperbutylacetonicum",0,0
"126",0.810785665759,"Clostridium cellulovorans_Clostridium saccharoperbutylacetonicum",0,0
"127",0.752269352256,"Clostridium chauvoei_Clostridium saccharoperbutylacetonicum",0,0
"128",0.818908122347,"Clostridium isatidis_Clostridium saccharoperbutylacetonicum",0,0
"129",0.803965319945,"Clostridium novyi_Clostridium saccharoperbutylacetonicum",0,0
"130",0.861333552492,"Clostridium pasteurianum_Clostridium saccharoperbutylacetonicum",0,0
"131",0.875013851827,"Clostridium saccharobutylicum_Clostridium saccharoperbutylacetonicum",0,0
"132",0.762245531654,"Clostridium argentinense_Clostridium septicum",0,0
"133",0.779210544347,"Clostridium beijerinckii_Clostridium septicum",0,0
"134",0.791225464653,"Clostridium bornimense_Clostridium septicum",0,0
"135",0.830961842257,"Clostridium botulinum_Clostridium septicum",0,0
"136",0.816426362647,"Clostridium butyricum_Clostridium septicum",0,0
"137",0.724362956968,"Clostridium cellulovorans_Clostridium septicum",0,0
"138",0.930702117767,"Clostridium chauvoei_Clostridium septicum",0,0
"139",0.912225889071,"Clostridium isatidis_Clostridium septicum",0,0
"140",0.743781787602,"Clostridium novyi_Clostridium septicum",0,0
"141",0.715697535351,"Clostridium pasteurianum_Clostridium septicum",0,0
"142",0.873886099438,"Clostridium saccharobutylicum_Clostridium septicum",0,0
"143",0.807695822679,"Clostridium saccharoperbutylacetonicum_Clostridium septicum",0,0
"144",0.555296345187,"Clostridium argentinense_Clostridium sp. BNL1100",0,0
"145",0.573036390371,"Clostridium beijerinckii_Clostridium sp. BNL1100",0,0
"146",0.627839562219,"Clostridium bornimense_Clostridium sp. BNL1100",0,0
"147",0.6004504461,"Clostridium cellulovorans_Clostridium sp. BNL1100",0,0
"148",0.50175411445,"Clostridium novyi_Clostridium sp. BNL1100",0,0
"149",0.562170842813,"Clostridium pasteurianum_Clostridium sp. BNL1100",0,0
"150",0.844043535204,"Clostridium argentinense_Clostridium sp. CT4",0,0
"151",0.84682300629,"Clostridium beijerinckii_Clostridium sp. CT4",0,0
"152",0.835561133243,"Clostridium bornimense_Clostridium sp. CT4",0,0
"153",0.883212570917,"Clostridium botulinum_Clostridium sp. CT4",0,0
"154",0.795760814032,"Clostridium butyricum_Clostridium sp. CT4",0,0
"155",0.810783429261,"Clostridium cellulovorans_Clostridium sp. CT4",0,0
"156",0.792015492742,"Clostridium chauvoei_Clostridium sp. CT4",0,0
"157",0.856377508398,"Clostridium isatidis_Clostridium sp. CT4",0,0
"158",0.836501581505,"Clostridium novyi_Clostridium sp. CT4",0,0
"159",0.800121033355,"Clostridium pasteurianum_Clostridium sp. CT4",0,0
"160",0.832289783187,"Clostridium saccharobutylicum_Clostridium sp. CT4",0,0
"161",0.841655817156,"Clostridium saccharoperbutylacetonicum_Clostridium sp. CT4",0,0
"162",0.846328211946,"Clostridium septicum_Clostridium sp. CT4",0,0
"163",0.575012476676,"Gemella morbillorum_Clostridium sp. DL-VIII",0,0
"164",0.846669256876,"Clostridium argentinense_Clostridium sp. DL-VIII",0,0
"165",0.897045659368,"Clostridium beijerinckii_Clostridium sp. DL-VIII",0,0
"166",0.89393029626,"Clostridium bornimense_Clostridium sp. DL-VIII",0,0
"167",0.891614909406,"Clostridium botulinum_Clostridium sp. DL-VIII",0,0
"168",0.910843228672,"Clostridium butyricum_Clostridium sp. DL-VIII",0,0
"169",0.833706058522,"Clostridium cellulovorans_Clostridium sp. DL-VIII",0,0
"170",0.74474485069,"Clostridium chauvoei_Clostridium sp. DL-VIII",0,0
"171",0.792438075118,"Clostridium isatidis_Clostridium sp. DL-VIII",0,0
"172",0.8669860395,"Clostridium novyi_Clostridium sp. DL-VIII",0,0
"173",0.865668964651,"Clostridium pasteurianum_Clostridium sp. DL-VIII",0,0
"174",0.877037799542,"Clostridium saccharobutylicum_Clostridium sp. DL-VIII",0,0
"175",0.898212334323,"Clostridium saccharoperbutylacetonicum_Clostridium sp. DL-VIII",0,0
"176",0.753840719496,"Clostridium septicum_Clostridium sp. DL-VIII",0,0
"177",0.579002248832,"Clostridium sp. BNL1100_Clostridium sp. DL-VIII",0,0
"178",0.816062421538,"Clostridium sp. CT4_Clostridium sp. DL-VIII",0,0
"179",0.531774561636,"Atopobium parvulum_Mogibacterium diversum",0,0
"180",0.516642464619,"Clostridium sp. BNL1100_[Eubacterium] cellulosolvens",0,0
"181",0.617451366482,"Clostridium argentinense_Hungateiclostridium clariflavum",0,0
"182",0.59512927368,"Clostridium beijerinckii_Hungateiclostridium clariflavum",0,0
"183",0.651742946959,"Clostridium bornimense_Hungateiclostridium clariflavum",0,0
"184",0.527789566671,"Clostridium botulinum_Hungateiclostridium clariflavum",0,0
"185",0.667435193885,"Clostridium cellulovorans_Hungateiclostridium clariflavum",0,0
"186",0.50405233374,"Clostridium novyi_Hungateiclostridium clariflavum",0,0
"187",0.622711604562,"Clostridium pasteurianum_Hungateiclostridium clariflavum",0,0
"188",0.585331074188,"Clostridium saccharoperbutylacetonicum_Hungateiclostridium clariflavum",0,0
"189",0.689332317568,"Clostridium sp. BNL1100_Hungateiclostridium clariflavum",0,0
"190",0.600280522087,"Clostridium sp. CT4_Hungateiclostridium clariflavum",0,0
"191",0.605174168829,"Clostridium sp. DL-VIII_Hungateiclostridium clariflavum",0,0
"192",0.523120108306,"[Eubacterium] cellulosolvens_Anaerobutyricum hallii",0,0
"193",0.685349405705,"Clostridium sp. BNL1100_Anaerocolumna sp. CBA3638",0,0
"194",0.518354359866,"Clostridium sp. DL-VIII_Anaerocolumna sp. CBA3638",0,0
"195",0.807495876442,"[Eubacterium] cellulosolvens_Anaerocolumna sp. CBA3638",0,0
"196",0.547990563304,"Hungateiclostridium clariflavum_Anaerocolumna sp. CBA3638",0,0
"197",0.500711015464,"Anaerobutyricum hallii_Anaerocolumna sp. CBA3638",0,0
"198",0.621222952237,"Anaerobutyricum hallii_Anaerostipes hadrus",0,0
"199",0.645076554962,"[Eubacterium] cellulosolvens_Blautia producta",0,0
"200",0.614339911374,"Anaerocolumna sp. CBA3638_Blautia producta",0,0
"201",0.516316737359,"Anaerostipes hadrus_Blautia producta",0,0
"202",0.587664239029,"[Eubacterium] cellulosolvens_Blautia sp. SC05B48",0,0
"203",0.770129685981,"Anaerobutyricum hallii_Blautia sp. SC05B48",0,0
"204",0.641841887392,"Anaerostipes hadrus_Blautia sp. SC05B48",0,0
"205",0.621731643566,"Blautia producta_Blautia sp. SC05B48",0,0
"206",0.508045305515,"Clostridium beijerinckii_Butyrivibrio fibrisolvens",0,0
"207",0.509081081257,"Clostridium cellulovorans_Butyrivibrio fibrisolvens",0,0
"208",0.518308057539,"Clostridium pasteurianum_Butyrivibrio fibrisolvens",0,0
"209",0.675117093228,"Clostridium sp. BNL1100_Butyrivibrio fibrisolvens",0,0
"210",0.538609570105,"Clostridium sp. DL-VIII_Butyrivibrio fibrisolvens",0,0
"211",0.798191053064,"[Eubacterium] cellulosolvens_Butyrivibrio fibrisolvens",0,0
"212",0.623281213493,"Hungateiclostridium clariflavum_Butyrivibrio fibrisolvens",0,0
"213",0.51581940302,"Anaerobutyricum hallii_Butyrivibrio fibrisolvens",0,0
"214",0.879571855871,"Anaerocolumna sp. CBA3638_Butyrivibrio fibrisolvens",0,0
"215",0.670562197707,"Clostridium sp. BNL1100_Butyrivibrio hungatei",0,0
"216",0.535028955923,"Clostridium sp. DL-VIII_Butyrivibrio hungatei",0,0
"217",0.753936907827,"[Eubacterium] cellulosolvens_Butyrivibrio hungatei",0,0
"218",0.597847524428,"Hungateiclostridium clariflavum_Butyrivibrio hungatei",0,0
"219",0.859932780122,"Anaerocolumna sp. CBA3638_Butyrivibrio hungatei",0,0
"220",0.96263324045,"Butyrivibrio fibrisolvens_Butyrivibrio hungatei",0,0
"221",0.665308295074,"Clostridium sp. BNL1100_Butyrivibrio proteoclasticus",0,0
"222",0.542739975684,"Clostridium sp. DL-VIII_Butyrivibrio proteoclasticus",0,0
"223",0.786302622257,"[Eubacterium] cellulosolvens_Butyrivibrio proteoclasticus",0,0
"224",0.617816587932,"Hungateiclostridium clariflavum_Butyrivibrio proteoclasticus",0,0
"225",0.883131129339,"Anaerocolumna sp. CBA3638_Butyrivibrio proteoclasticus",0,0
"226",0.966350484805,"Butyrivibrio fibrisolvens_Butyrivibrio proteoclasticus",0,0
"227",0.970592653606,"Butyrivibrio hungatei_Butyrivibrio proteoclasticus",0,0
"228",0.547150903834,"Clostridium beijerinckii_Herbinix luporum",0,0
"229",0.55449693174,"Clostridium cellulovorans_Herbinix luporum",0,0
"230",0.556048988292,"Clostridium pasteurianum_Herbinix luporum",0,0
"231",0.672930474639,"Clostridium sp. BNL1100_Herbinix luporum",0,0
"232",0.577776915661,"Clostridium sp. DL-VIII_Herbinix luporum",0,0
"233",0.777871101039,"[Eubacterium] cellulosolvens_Herbinix luporum",0,0
"234",0.637228654598,"Hungateiclostridium clariflavum_Herbinix luporum",0,0
"235",0.921806705868,"Anaerocolumna sp. CBA3638_Herbinix luporum",0,0
"236",0.880381402125,"Butyrivibrio fibrisolvens_Herbinix luporum",0,0
"237",0.878790934454,"Butyrivibrio hungatei_Herbinix luporum",0,0
"238",0.889120578147,"Butyrivibrio proteoclasticus_Herbinix luporum",0,0
"239",0.513221699943,"Clostridium pasteurianum_Lachnoanaerobaculum umeaense",0,0
"240",0.605871421268,"Clostridium sp. BNL1100_Lachnoanaerobaculum umeaense",0,0
"241",0.533804774144,"Clostridium sp. DL-VIII_Lachnoanaerobaculum umeaense",0,0
"242",0.770542806661,"[Eubacterium] cellulosolvens_Lachnoanaerobaculum umeaense",0,0
"243",0.629902608854,"Hungateiclostridium clariflavum_Lachnoanaerobaculum umeaense",0,0
"244",0.847466653066,"Anaerocolumna sp. CBA3638_Lachnoanaerobaculum umeaense",0,0
"245",0.592438977713,"Blautia producta_Lachnoanaerobaculum umeaense",0,0
"246",0.883401360241,"Butyrivibrio fibrisolvens_Lachnoanaerobaculum umeaense",0,0
"247",0.878840262331,"Butyrivibrio hungatei_Lachnoanaerobaculum umeaense",0,0
"248",0.843842308122,"Butyrivibrio proteoclasticus_Lachnoanaerobaculum umeaense",0,0
"249",0.872063172107,"Herbinix luporum_Lachnoanaerobaculum umeaense",0,0
"250",0.548103441397,"Clostridium beijerinckii_Lachnoclostridium phytofermentans",0,0
"251",0.54053985248,"Clostridium cellulovorans_Lachnoclostridium phytofermentans",0,0
"252",0.54442509927,"Clostridium pasteurianum_Lachnoclostridium phytofermentans",0,0
"253",0.546016618814,"Clostridium saccharoperbutylacetonicum_Lachnoclostridium phytofermentans",0,0
"254",0.636331827781,"Clostridium sp. BNL1100_Lachnoclostridium phytofermentans",0,0
"255",0.596256368524,"Clostridium sp. DL-VIII_Lachnoclostridium phytofermentans",0,0
"256",0.78723191621,"[Eubacterium] cellulosolvens_Lachnoclostridium phytofermentans",0,0
"257",0.617956582067,"Hungateiclostridium clariflavum_Lachnoclostridium phytofermentans",0,0
"258",0.506321854935,"Anaerobutyricum hallii_Lachnoclostridium phytofermentans",0,0
"259",0.923134176608,"Anaerocolumna sp. CBA3638_Lachnoclostridium phytofermentans",0,0
"260",0.595562769711,"Blautia producta_Lachnoclostridium phytofermentans",0,0
"261",0.862016107951,"Butyrivibrio fibrisolvens_Lachnoclostridium phytofermentans",0,0
"262",0.867112185433,"Butyrivibrio hungatei_Lachnoclostridium phytofermentans",0,0
"263",0.874088962027,"Butyrivibrio proteoclasticus_Lachnoclostridium phytofermentans",0,0
"264",0.947238615247,"Herbinix luporum_Lachnoclostridium phytofermentans",0,0
"265",0.89260810768,"Lachnoanaerobaculum umeaense_Lachnoclostridium phytofermentans",0,0
"266",0.650805908136,"Clostridium sp. BNL1100_Pseudobutyrivibrio xylanivorans",0,0
"267",0.77868071803,"[Eubacterium] cellulosolvens_Pseudobutyrivibrio xylanivorans",0,0
"268",0.587944450594,"Hungateiclostridium clariflavum_Pseudobutyrivibrio xylanivorans",0,0
"269",0.840474675412,"Anaerocolumna sp. CBA3638_Pseudobutyrivibrio xylanivorans",0,0
"270",0.920520778175,"Butyrivibrio fibrisolvens_Pseudobutyrivibrio xylanivorans",0,0
"271",0.94468173996,"Butyrivibrio hungatei_Pseudobutyrivibrio xylanivorans",0,0
"272",0.940268408377,"Butyrivibrio proteoclasticus_Pseudobutyrivibrio xylanivorans",0,0
"273",0.880277891022,"Herbinix luporum_Pseudobutyrivibrio xylanivorans",0,0
"274",0.863310055381,"Lachnoanaerobaculum umeaense_Pseudobutyrivibrio xylanivorans",0,0
"275",0.877768219676,"Lachnoclostridium phytofermentans_Pseudobutyrivibrio xylanivorans",0,0
"276",0.515384427125,"Pseudobutyrivibrio xylanivorans_Roseburia intestinalis",0,0
"277",0.586042899888,"[Eubacterium] cellulosolvens_Lachnospiraceae bacterium KM106-2",0,0
"278",0.685763779335,"Anaerocolumna sp. CBA3638_Lachnospiraceae bacterium KM106-2",0,0
"279",0.683944067677,"Butyrivibrio fibrisolvens_Lachnospiraceae bacterium KM106-2",0,0
"280",0.676031749533,"Butyrivibrio hungatei_Lachnospiraceae bacterium KM106-2",0,0
"281",0.681203689821,"Butyrivibrio proteoclasticus_Lachnospiraceae bacterium KM106-2",0,0
"282",0.685918031518,"Herbinix luporum_Lachnospiraceae bacterium KM106-2",0,0
"283",0.632743027593,"Lachnoanaerobaculum umeaense_Lachnospiraceae bacterium KM106-2",0,0
"284",0.6855064128,"Lachnoclostridium phytofermentans_Lachnospiraceae bacterium KM106-2",0,0
"285",0.730868647938,"Pseudobutyrivibrio xylanivorans_Lachnospiraceae bacterium KM106-2",0,0
"286",0.53208239198,"Roseburia hominis_Lachnospiraceae bacterium KM106-2",0,0
"287",0.559730073875,"Roseburia intestinalis_Lachnospiraceae bacterium KM106-2",0,0
"288",0.558124312781,"Alistipes shahii_Oscillibacter sp. PEA192",0,0
"289",0.632075392568,"Clostridium argentinense_Paraclostridium bifermentans",0,0
"290",0.683838199982,"Clostridium beijerinckii_Paraclostridium bifermentans",0,0
"291",0.721256134451,"Clostridium bornimense_Paraclostridium bifermentans",0,0
"292",0.746269976066,"Clostridium botulinum_Paraclostridium bifermentans",0,0
"293",0.711055727823,"Clostridium butyricum_Paraclostridium bifermentans",0,0
"294",0.61899198271,"Clostridium cellulovorans_Paraclostridium bifermentans",0,0
"295",0.769309750739,"Clostridium chauvoei_Paraclostridium bifermentans",0,0
"296",0.789213115104,"Clostridium isatidis_Paraclostridium bifermentans",0,0
"297",0.701460841685,"Clostridium novyi_Paraclostridium bifermentans",0,0
"298",0.676319230877,"Clostridium pasteurianum_Paraclostridium bifermentans",0,0
"299",0.809867298188,"Clostridium saccharobutylicum_Paraclostridium bifermentans",0,0
"300",0.72473593013,"Clostridium saccharoperbutylacetonicum_Paraclostridium bifermentans",0,0
"301",0.806580089765,"Clostridium septicum_Paraclostridium bifermentans",0,0
"302",0.722282775676,"Clostridium sp. CT4_Paraclostridium bifermentans",0,0
"303",0.693418951157,"Clostridium sp. DL-VIII_Paraclostridium bifermentans",0,0
"304",0.548576294702,"Oscillibacter sp. PEA192_Flavonifractor plautii",0,0
"305",0.595046126747,"Ruminococcus albus_Ruminococcus bicirculans",0,0
"306",0.519045717213,"Ruminococcus albus_Ruminococcus sp. JE7A12",0,0
"307",0.666721517754,"Oscillibacter sp. PEA192_Ruthenibacterium lactatiformans",0,0
"308",0.707741933535,"Oscillibacter sp. PEA192_Flintibacter sp. KGMB00164",0,0
"309",0.514051389009,"Ruminococcus albus_Flintibacter sp. KGMB00164",0,0
"310",0.659533153071,"Ruthenibacterium lactatiformans_Flintibacter sp. KGMB00164",0,0
"311",0.566991543884,"Alistipes shahii_Intestinimonas butyriciproducens",0,0
"312",0.787037568046,"Oscillibacter sp. PEA192_Intestinimonas butyriciproducens",0,0
"313",0.575477686075,"Ruminococcus albus_Intestinimonas butyriciproducens",0,0
"314",0.674977607156,"Ruthenibacterium lactatiformans_Intestinimonas butyriciproducens",0,0
"315",0.702356876145,"Flintibacter sp. KGMB00164_Intestinimonas butyriciproducens",0,0
"316",0.519166585171,"Alistipes shahii_Clostridiales bacterium CCNA10",0,0
"317",0.763331212853,"Oscillibacter sp. PEA192_Clostridiales bacterium CCNA10",0,0
"318",0.595057263528,"Flavonifractor plautii_Clostridiales bacterium CCNA10",0,0
"319",0.655768864993,"Ruthenibacterium lactatiformans_Clostridiales bacterium CCNA10",0,0
"320",0.628544095588,"Flintibacter sp. KGMB00164_Clostridiales bacterium CCNA10",0,0
"321",0.598487528739,"Intestinimonas butyriciproducens_Clostridiales bacterium CCNA10",0,0
"322",0.610770079827,"Gemella morbillorum_Parvimonas micra",0,0
"323",0.543604051873,"Clostridium argentinense_Fusobacterium necrophorum",0,0
"324",0.537908332566,"Clostridium beijerinckii_Fusobacterium necrophorum",0,0
"325",0.513987189837,"Clostridium bornimense_Fusobacterium necrophorum",0,0
"326",0.515348983956,"Clostridium botulinum_Fusobacterium necrophorum",0,0
"327",0.526196224117,"Clostridium butyricum_Fusobacterium necrophorum",0,0
"328",0.525733428874,"Clostridium cellulovorans_Fusobacterium necrophorum",0,0
"329",0.535614036469,"Clostridium novyi_Fusobacterium necrophorum",0,0
"330",0.56202025824,"Clostridium pasteurianum_Fusobacterium necrophorum",0,0
"331",0.528431034639,"Clostridium saccharoperbutylacetonicum_Fusobacterium necrophorum",0,0
"332",0.565700666437,"Gemella morbillorum_Fusobacterium nucleatum",0,0
"333",0.737264625108,"Clostridium argentinense_Fusobacterium nucleatum",0,0
"334",0.727896378971,"Clostridium beijerinckii_Fusobacterium nucleatum",0,0
"335",0.666681975722,"Clostridium bornimense_Fusobacterium nucleatum",0,0
"336",0.756398145017,"Clostridium botulinum_Fusobacterium nucleatum",0,0
"337",0.629603965407,"Clostridium butyricum_Fusobacterium nucleatum",0,0
"338",0.722446596012,"Clostridium cellulovorans_Fusobacterium nucleatum",0,0
"339",0.543745258894,"Clostridium chauvoei_Fusobacterium nucleatum",0,0
"340",0.61774103074,"Clostridium isatidis_Fusobacterium nucleatum",0,0
"341",0.798183183566,"Clostridium novyi_Fusobacterium nucleatum",0,0
"342",0.79000975651,"Clostridium pasteurianum_Fusobacterium nucleatum",0,0
